0	calico	calico_vxlan	canal	cilium	flannel	kuberouter	weavenet
	0	0	0	0	0	0	18
	0	0	10	0	0	0	49
	0	0	0	0	0	0	0
	0	0	0	0	0	0	14
	0	0	0	0	0	0	17
	0	0	0	0	0	0	31
	0	0	0	0	0	12	0
							
	0	0	0	0	0	45	30
	30	0	0	0	0	14	0
	3	0	0	0	0	0	0
	45	0	0	0	0	0	0
	42	0	45	0	0	14	0
	0	0	0	0	0	14	0
	3	0	0	0	0	0	0
	22	0	0	0	0	0	0
	19	0	0	0	0	45	0
	0	0	0	0	0	15	0
	0	0	0	0	0	0	0
	45	0	0	0	0	0	0
	0	0	0	0	0	0	0
	1	0	0	0	0	0	0
	0	0	0	0	0	45	0
	0	0	7	0	0	7	49
	45	0	0	0	0	0	0
	1	0	0	0	0	0	0
	18	0	0	0	0	13	0
	45	0	0	0	0	0	12
							
	5	0	0	53	0	0	0
	0	0	0	47	0	7	0
	0	0	0	49	0	0	27
	0	0	0	1362	0	0	29
	0	0	0	46	0	12	18
	45	0	2	65	0	0	0
	0	0	5	2563	0	0	18
	0	0	0	92	0	15	30
	0	0	7	131	0	0	19
	0	0	0	1081	0	12	0
	45	0	11	0	0	0	0
	0	0	11	61	0	9	0
	0	0	0	96	0	0	0
	0	0	0	229	0	0	20
	0	0	9	2720	0	0	0
	0	0	11	584	0	10	0
	0	0	0	97	0	0	0
	0	0	45	173	0	0	19
	0	0	0	492	0	12	19
	0	0	45	97	0	0	0
							
	0	0	0	44	115	0	0
	0	0	0	0	149	0	32
	7	0	0	31	134	15	0
	0	0	0	5	876	0	0
	0	0	0	3247	2332	0	0
	0	0	0	36	77	0	0
	18	0	0	40	1967	18	0
	7	0	45	2129	174	24	0
	0	0	0	38	113	0	0
	0	0	0	522	138	0	0
	0	0	0	92	1087	0	0
	0	0	0	311	2142	0	0
	20	0	45	819	369	0	0
	19	0	0	24	199	7	0
	36	0	0	828	1182	0	0
	45	0	0	86	1978	0	0
	0	0	0	90	2019	8	0
	7	0	0	23	95	0	0
	0	0	0	42	1197	0	0
	0	0	0	756	71	0	0
							
	0	0	0	13	0	0	0
	0	0	45	10	39	14	0
	0	0	0	15	0	0	0
	0	0	35	0	0	0	0
	0	0	0	0	48	14	22
	0	0	3	39	0	0	11
	0	0	3	10	80	0	0
	0	0	0	54	46	0	0
	15	0	9	0	0	0	0
	0	0	45	3	0	14	0
	0	0	14	0	46	0	0
	0	0	13	0	0	14	0
	0	0	0	0	77	19	18
	0	0	0	20	46	0	0
	0	0	8	56	14	0	49
	0	0	12	59	0	12	0
	45	0	0	0	0	0	0
	0	0	0	0	46	0	0
	0	0	45	4	29	11	0
	0	0	0	0	0	0	0
							
	12	0	0	19	0	0	0
	32	0	0	7	0	12	0
	18	0	45	19	46	0	0
	0	0	0	0	2	0	0
	0	0	0	0	0	6	0
	0	0	17	1	33	12	0
	0	0	12	0	0	0	0
	0	0	0	35	0	0	0
	0	0	12	0	13	0	26
	33	0	0	0	0	15	0
	45	0	12	0	2	9	0
	0	0	0	0	0	13	2
	0	0	0	0	22	0	0
	11	0	45	0	0	0	24
	13	0	0	0	0	0	0
	0	0	0	0	30	7	12
	0	0	0	0	0	0	0
	18	0	0	0	0	0	19
	26	0	0	0	2	0	23
	0	0	0	0	0	9	0
							
	0	0	3	0	0	0	33
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	23	45	18
	0	0	0	69	0	0	25
	0	0	0	0	0	0	0
	0	0	0	0	0	0	25
	0	0	0	0	0	0	19
	0	0	0	0	0	0	0
	0	0	0	0	0	0	38
	0	0	0	0	0	12	0
	0	0	0	18	0	0	0
	0	0	0	18	22	14	0
	0	0	0	18	0	35	0
	0	0	12	0	0	0	0
	0	0	12	0	0	3	0
